dataset,num_classes,num_train_samples,num_test_samples,vae_best_acc,vae_best_f1,classifier_best_acc,classifier_best_f1,classifier_augmented_step_0_best_acc,classifier_augmented_step_0_best_f1,vae_augmented_step_1_best_acc,vae_augmented_step_1_best_f1,classifier_augmented_step_1_best_acc,classifier_augmented_step_1_best_f1,vae_augmented_step_2_best_acc,vae_augmented_step_2_best_f1,classifier_augmented_step_2_best_acc,classifier_augmented_step_2_best_f1,vae_augmented_step_3_best_acc,vae_augmented_step_3_best_f1,classifier_augmented_step_3_best_acc,classifier_augmented_step_3_best_f1,vae_augmented_step_4_best_acc,vae_augmented_step_4_best_f1,classifier_augmented_step_4_best_acc,classifier_augmented_step_4_best_f1,vae_augmented_step_5_best_acc,vae_augmented_step_5_best_f1,classifier_augmented_step_5_best_acc,classifier_augmented_step_5_best_f1,vae_augmented_step_6_best_acc,vae_augmented_step_6_best_f1,classifier_augmented_step_6_best_acc,classifier_augmented_step_6_best_f1,vae_augmented_step_7_best_acc,vae_augmented_step_7_best_f1,classifier_augmented_step_7_best_acc,classifier_augmented_step_7_best_f1,vae_augmented_step_8_best_acc,vae_augmented_step_8_best_f1,classifier_augmented_step_8_best_acc,classifier_augmented_step_8_best_f1,execution_time,alpha
PigArtPressure,52,105,208,0.8711917787693981,0.888061760489962,0.8682494183464217,0.8715101690184412,0.6953552128099105,0.8328351458542222,0.810582031110575,0.6882849370609139,0.7043242236140842,0.8382579291470528,0.8116455362096133,0.6798788703692183,0.7084754312579604,0.8348209104721075,0.8012309006070435,0.7036549323548087,0.6951067591037595,0.8365372845464484,0.7996543812525712,0.6982355227018926,0.7018061790641724,0.853956358648312,0.8069186953799716,0.7024179383409855,0.6934598294752424,0.859049440360113,0.8601883636375571,0.6798668056572206,0.7213822945679956,0.8642614910480332,0.8448455145159074,0.7181933482318493,0.681116036909926,0.8241994953132374,0.7862988751478325,0.7411092822047122,0.6986656635982292,0.9110437530420246,1.9704457158894002,3.0
PigArtPressure,52,105,208,0.8692454928122474,0.8576658908756049,0.8176896879493791,0.8425938161607565,0.7772738403841921,0.8076986310241216,0.8352976437671787,0.8275661231632605,0.7765590827968442,0.8093161454405656,0.8361600317212076,0.8336664202258615,0.7839452419349789,0.8196107713383364,0.854896516977616,0.8445171668962849,0.7812057212346288,0.817879022746307,0.8310793591701529,0.8202399571595422,0.7835690910376658,0.826014982760363,0.8587742939636188,0.8523981263812123,0.8085891581269241,0.8112820930384446,0.8205637976354043,0.8558373432462355,0.7945410790075619,0.8262931122056176,0.9003692282289107,0.8249240884982587,0.7676785395670858,0.8579370819628621,0.8697020865664425,0.8543835684241983,0.8245815460010079,0.8128763048625621,0.7964596959499397,3.5
PigArtPressure,52,105,208,0.8796421858814116,0.8303791587262322,0.8191564902915665,0.8681543283079656,0.837350760601351,0.7744278957589432,0.7525455613058993,0.7874169820547001,0.8432530422055081,0.77854352606301,0.7682418819053326,0.799375000404152,0.8328780719186731,0.7861207038837829,0.7587343167713382,0.8015699711783456,0.8379502933276037,0.801433207395927,0.7563274283998505,0.8110455629241528,0.8591601981456423,0.8036858651439684,0.780853614309714,0.8061297938781693,0.844201409629086,0.7857032136193214,0.8029896909481453,0.8003249492097689,0.8690527797825649,0.8082149545237058,0.7637322381146988,0.8309366322437955,0.8620084231605407,0.8411252916110183,0.7970764528960703,0.8615545732264528,0.8630337665511704,0.8332345676206044,2.205463453690194,4.0
PigArtPressure,52,105,208,0.8357013291562365,0.8601666576148698,0.8095053995354319,0.8633287036328622,0.8695367317249129,0.7029186344270673,0.8162933100366182,0.8315316429621132,0.8695737426556409,0.7040665712633545,0.8255186867199935,0.8501221866047816,0.8844605701546072,0.7145281290036908,0.8089356062447008,0.8432043827280791,0.8835335590682805,0.6979849439177834,0.8361881744586448,0.8287507840030467,0.8620317300438368,0.7368635210771816,0.8268594441121928,0.855828582276894,0.8748292113194157,0.7152911290481143,0.8260456926352088,0.8252815114237863,0.873577710054326,0.7490054436258908,0.8499985283961599,0.8510940983155101,0.9074012170141537,0.69258843202354,0.8913438241385511,0.88683203214095,0.8606400165945151,0.7329318750355266,0.9275860397512137,4.5
BeetleFly,2,20,20,0.9000000357627869,0.898989898989899,0.95,0.949874686716792,0.9,0.898989898989899,0.9000000357627869,0.898989898989899,0.95,0.949874686716792,0.9000000357627869,0.898989898989899,0.9,0.898989898989899,1.0,1.0,0.9,0.9,0.949999988079071,0.949874686716792,0.9,0.9,0.949999988079071,0.949874686716792,0.85,0.849624060150376,0.949999988079071,0.949874686716792,0.95,0.949874686716792,0.949999988079071,0.949874686716792,0.85,0.849624060150376,0.8500000238418579,0.8465473145780051,0.9,0.9,73.50963926315308,1.0
BeetleFly,2,20,20,0.9000000357627869,0.898989898989899,0.95,0.949874686716792,0.9,0.9,0.949999988079071,0.949874686716792,0.85,0.846547314578005,1.0,1.0,0.9,0.898989898989899,1.0,1.0,0.9,0.898989898989899,0.949999988079071,0.949874686716792,0.85,0.846547314578005,0.9000000357627869,0.898989898989899,0.9,0.9,0.949999988079071,0.949874686716792,0.9,0.9,0.949999988079071,0.949874686716792,0.95,0.949874686716792,0.949999988079071,0.949874686716792,0.9,0.898989898989899,72.30925631523132,1.5
BeetleFly,2,20,20,0.949999988079071,0.949874686716792,0.9,0.9,0.9,0.9,0.949999988079071,0.949874686716792,0.9,0.9,1.0,1.0,0.9,0.9,0.949999988079071,0.949874686716792,0.95,0.949874686716792,1.0,1.0,0.85,0.846547314578005,0.9000000357627869,0.898989898989899,0.9,0.9,1.0,1.0,0.95,0.949874686716792,0.949999988079071,0.949874686716792,0.9,0.898989898989899,0.949999988079071,0.949874686716792,0.95,0.949874686716792,76.05481362342834,2.0
BeetleFly,2,20,20,0.949999988079071,0.949874686716792,0.85,0.849624060150376,0.9,0.898989898989899,1.0,1.0,0.9,0.9,0.9000000357627869,0.898989898989899,0.9,0.9,0.949999988079071,0.949874686716792,0.9,0.898989898989899,0.949999988079071,0.949874686716792,0.9,0.9,0.9000000357627869,0.898989898989899,0.9,0.9,0.949999988079071,0.949874686716792,0.9,0.9,0.949999988079071,0.949874686716792,0.85,0.846547314578005,0.949999988079071,0.949874686716792,0.9,0.9,72.999990940094,2.5
BeetleFly,2,20,20,0.949999988079071,0.949874686716792,0.9,0.9,0.9,0.898989898989899,1.0,1.0,0.9,0.898989898989899,0.949999988079071,0.949874686716792,0.9,0.898989898989899,0.949999988079071,0.949874686716792,0.9,0.898989898989899,1.0,1.0,0.9,0.9,1.0,1.0,0.9,0.9,1.0,1.0,0.9,0.898989898989899,1.0,1.0,0.9,0.9,1.0,1.0,0.9,0.9,71.12747406959534,3.0
BeetleFly,2,20,20,0.949999988079071,0.949874686716792,0.9,0.9,0.9,0.898989898989899,0.8500000238418579,0.8465473145780051,0.9,0.898989898989899,0.949999988079071,0.949874686716792,0.9,0.898989898989899,0.949999988079071,0.949874686716792,0.9,0.9,0.9000000357627869,0.898989898989899,0.9,0.9,0.949999988079071,0.949874686716792,0.9,0.898989898989899,0.949999988079071,0.949874686716792,0.9,0.898989898989899,0.949999988079071,0.949874686716792,0.9,0.898989898989899,0.800000011920929,0.7916666666666667,0.95,0.949874686716792,62.38190293312073,3.5
